PUBLICATION,EXTRACT_DATE,ORG_TYPE,ORG_CODE,ONS_CODE,SEX,AGE,NUMBER_OF_PATIENTS
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,20,756
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,21,739
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,22,816
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,23,845
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,24,876
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,25,898
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,26,964
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,27,1004
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,28,978
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,29,1094
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,3,850
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,30,1073
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,31,1084
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,32,1067
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,33,1195
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,34,1114
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,35,1066
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,36,1022
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,37,992
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,38,989
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,39,1034
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,4,784
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,40,983
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,41,943
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,42,813
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,43,823
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,44,870
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,45,871
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,46,904
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,47,964
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,48,1054
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,49,1053
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,5,815
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,50,1047
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,51,1115
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,52,1097
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,53,1138
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,54,1195
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,55,1228
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,56,1176
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,57,1114
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,58,1183
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,59,1167
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,6,838
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,60,1112
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,61,1141
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,62,1040
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,63,985
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,64,986
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,65,902
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,66,956
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,67,921
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,68,846
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,69,854
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,7,848
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,70,923
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,71,865
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,72,953
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,73,843
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,74,693
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,75,718
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,76,676
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,77,591
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,78,521
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,79,539
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,8,890
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,80,526
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,81,567
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,82,511
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,83,483
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,84,419
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,85,387
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,86,378
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,87,350
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,88,286
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,89,246
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,9,884
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,90,228
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,91,192
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,92,120
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,93,124
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,94,82
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,FEMALE,95+,238
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,0,734
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,1,763
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,10,899
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,11,911
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,12,835
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,13,866
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,14,840
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,15,809
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,16,851
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,17,784
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,18,734
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,19,770
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,2,885
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,20,832
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,21,784
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,22,900
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,23,934
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,24,967
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,25,1013
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,26,1066
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,27,1079
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,28,1204
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,29,1144
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,3,905
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,30,1135
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,31,1188
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,32,1158
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,33,1225
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,34,1226
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,35,1070
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,36,1042
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,37,1059
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,38,1086
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,39,1102
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,4,917
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,40,1131
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,41,1023
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,42,903
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,43,861
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,44,933
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,45,978
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,46,1056
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,47,1087
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,48,1137
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,49,1138
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,5,882
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,50,1118
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,51,1218
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,52,1195
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,53,1181
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,54,1203
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,55,1251
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,56,1196
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,57,1223
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,58,1164
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,59,1126
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,6,865
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,60,1164
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,61,1117
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,62,1053
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,63,1064
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,64,933
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,65,968
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,66,920
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,67,878
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,68,812
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,69,823
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,7,927
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,70,835
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,71,852
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,72,893
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,73,867
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,74,611
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,75,630
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,76,522
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,77,496
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,78,434
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,79,439
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,8,896
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,80,426
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,81,404
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,82,391
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,83,380
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,84,304
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,85,253
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,86,211
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,87,191
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,88,178
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,89,129
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,9,915
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,90,110
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,91,99
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,92,67
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,93,55
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,94,29
GP_PRAC_PAT_LIST,01MAR2020,CCG,00N,E38000163,MALE,95+,65
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,0,1154
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,1,1235
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,10,1552
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,11,1589
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,12,1632
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,13,1579
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,14,1498
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,15,1519
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,16,1375
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,17,1396
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,18,1367
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,19,1356
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,2,1414
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,20,1478
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,21,1539
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,22,1673
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,23,1793
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,24,1699
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,25,1820
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,26,1812
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,27,1908
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,28,2012
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,29,1993
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,3,1401
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,30,1941
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,31,1884
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,32,1989
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,33,1961
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,34,1916
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,35,1852
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,36,1722
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,37,1838
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,38,1759
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,39,1827
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,4,1425
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,40,1779
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,41,1643
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,42,1510
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,43,1549
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,44,1591
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,45,1581
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,46,1681
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,47,1834
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,48,2040
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,49,1996
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,5,1346
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,50,1944
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,51,1976
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,52,2018
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,53,2073
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,54,2002
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,55,2024
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,56,2085
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,57,2037
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,58,2004
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,59,1913
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,6,1458
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,60,1871
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,61,1933
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,62,1905
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,63,1834
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,64,1654
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,65,1680
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,66,1656
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,67,1591
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,68,1592
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,69,1587
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,7,1489
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,70,1602
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,71,1530
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,72,1722
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,73,1716
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,74,1194
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,75,1323
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,76,1089
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,77,1082
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,78,947
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,79,951
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,8,1639
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,80,1035
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,81,930
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,82,920
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,83,814
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,84,773
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,85,668
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,86,640
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,87,553
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,88,519
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,89,435
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,9,1540
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,90,362
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,91,284
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,92,216
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,93,189
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,94,136
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,FEMALE,95+,364
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,0,1160
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,1,1400
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,10,1635
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,11,1624
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,12,1635
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,13,1613
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,14,1481
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,15,1508
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,16,1511
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,17,1521
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,18,1350
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,19,1506
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,2,1484
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,20,1535
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,21,1620
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,22,1733
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,23,1771
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,24,1807
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,25,1843
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,26,1923
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,27,1977
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,28,2168
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,29,2153
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,3,1525
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,30,2109
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,31,2073
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,32,2075
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,33,2029
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,34,2040
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,35,1953
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,36,1904
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,37,1911
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,38,1906
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,39,1843
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,4,1545
GP_PRAC_PAT_LIST,01MAR2020,CCG,00P,E38000176,MALE,40,1890
